LocationName,ISO,country,region,world_region,MPI,geo,lat,lon
"Callao, Peru",PER,Peru,Callao,Latin America and Caribbean,0.0,"(-12.0508491, -77.1259843)",-12.0508491,-77.1259843
"Cusco, Peru",PER,Peru,Cusco,Latin America and Caribbean,0.062,"(-13.53195, -71.96746259999999)",-13.53195,-71.96746259999998
"Huancavelica, Peru",PER,Peru,Huancavelica,Latin America and Caribbean,0.122,"(-12.7861978, -74.9764024)",-12.7861978,-74.97640240000001
"Huðnuco, Peru",PER,Peru,Huðnuco,Latin America and Caribbean,0.111,"(1000.0, 1000.0)",,
"Ica, Peru",PER,Peru,Ica,Latin America and Caribbean,0.009000000000000001,"(-14.07546, -75.7341811)",-14.07546,-75.7341811
"Junðn, Peru",PER,Peru,Junðn,Latin America and Caribbean,0.042,"(1000.0, 1000.0)",,
"La Libertad, Peru",PER,Peru,La Libertad,Latin America and Caribbean,0.042,"(-8.143593300000001, -78.4751945)",-8.143593300000001,-78.4751945
"Lambayeque, Peru",PER,Peru,Lambayeque,Latin America and Caribbean,0.038,"(-6.7197666, -79.9080757)",-6.7197666,-79.9080757
"Lima, Peru",PER,Peru,Lima,Latin America and Caribbean,0.004,"(-12.0463731, -77.042754)",-12.0463731,-77.042754
"Loreto, Peru",PER,Peru,Loreto,Latin America and Caribbean,0.147,"(-4.232472899999999, -74.21793260000001)",-4.232472899999999,-74.21793260000003
"Madre de Dios, Peru",PER,Peru,Madre de Dios,Latin America and Caribbean,0.024,"(-11.7668705, -70.81199529999999)",-11.7668705,-70.81199529999998
"Moquegua, Peru",PER,Peru,Moquegua,Latin America and Caribbean,0.013999999999999999,"(-0.7917729, 29.0459927)",-0.7917729,29.0459927
"Pasco, Peru",PER,Peru,Pasco,Latin America and Caribbean,0.064,"(-10.4475753, -75.1545381)",-10.4475753,-75.1545381
"Piura, Peru",PER,Peru,Piura,Latin America and Caribbean,0.05,"(-5.1782884, -80.6548882)",-5.1782884000000005,-80.6548882
"Puno, Peru",PER,Peru,Puno,Latin America and Caribbean,0.069,"(-15.8402218, -70.0218805)",-15.8402218,-70.02188050000001
"San Martðn, Peru",PER,Peru,San Martðn,Latin America and Caribbean,0.061,"(1000.0, 1000.0)",,
"Tacna, Peru",PER,Peru,Tacna,Latin America and Caribbean,0.008,"(-18.0065679, -70.2462741)",-18.006567899999997,-70.2462741
"Tumbes, Peru",PER,Peru,Tumbes,Latin America and Caribbean,0.013999999999999999,"(-3.5564921, -80.4270885)",-3.5564921000000003,-80.4270885
"Ucayali, Peru",PER,Peru,Ucayali,Latin America and Caribbean,0.046,"(-9.8251183, -73.087749)",-9.8251183,-73.087749
"National Capital Region, Philippines",PHL,Philippines,National Capital Region,East Asia and the Pacific,0.026000000000000002,"(15.5942883, -90.14949879999999)",15.5942883,-90.1494988
"Cordillera Admin Region, Philippines",PHL,Philippines,Cordillera Admin Region,East Asia and the Pacific,0.039,"(17.3512542, 121.1718851)",17.3512542,121.1718851
"Ilocos Region, Philippines",PHL,Philippines,Ilocos Region,East Asia and the Pacific,0.027000000000000003,"(16.0832144, 120.6199895)",16.0832144,120.6199895
"Cagayan Valley, Philippines",PHL,Philippines,Cagayan Valley,East Asia and the Pacific,0.039,"(16.9753758, 121.8107079)",16.975375800000002,121.8107079
"Central Luzon, Philippines",PHL,Philippines,Central Luzon,East Asia and the Pacific,0.035,"(15.4827722, 120.7120023)",15.482772199999998,120.7120023
"Calabarzon, Philippines",PHL,Philippines,Calabarzon,East Asia and the Pacific,0.028999999999999998,"(14.1007803, 121.0793705)",14.100780300000002,121.0793705
"Mimaropa, Philippines",PHL,Philippines,Mimaropa,East Asia and the Pacific,0.091,"(9.843206499999999, 118.7364783)",9.8432065,118.7364783
"Bicol Region, Philippines",PHL,Philippines,Bicol Region,East Asia and the Pacific,0.068,"(13.4209885, 123.4136736)",13.420988500000002,123.4136736
"Western Visayas, Philippines",PHL,Philippines,Western Visayas,East Asia and the Pacific,0.055,"(11.0049836, 122.5372741)",11.0049836,122.5372741
"Central Visayas, Philippines",PHL,Philippines,Central Visayas,East Asia and the Pacific,0.055,"(10.2968562, 123.8886774)",10.2968562,123.8886774
"Eastern Visayas, Philippines",PHL,Philippines,Eastern Visayas,East Asia and the Pacific,0.054000000000000006,"(12.2445533, 125.0388164)",12.244553300000002,125.03881640000002
"Zamboanga Peninsula, Philippines",PHL,Philippines,Zamboanga Peninsula,East Asia and the Pacific,0.075,"(-19.0552009, 29.6035495)",-19.0552009,29.6035495
"Northern Mindanao, Philippines",PHL,Philippines,Northern Mindanao,East Asia and the Pacific,0.09300000000000001,"(8.020163499999999, 124.6856509)",8.020163499999999,124.6856509
"Davao Peninsula, Philippines",PHL,Philippines,Davao Peninsula,East Asia and the Pacific,0.066,"(6.9581401, 126.2176555)",6.9581401,126.2176555
"Soccsksargen, Philippines",PHL,Philippines,Soccsksargen,East Asia and the Pacific,0.09,"(6.2706918, 124.6856509)",6.2706918,124.6856509
"CARAGA, Philippines",PHL,Philippines,CARAGA,East Asia and the Pacific,0.069,"(8.801456199999999, 125.7406882)",8.801456199999997,125.7406882
"Armm, Philippines",PHL,Philippines,Armm,East Asia and the Pacific,0.14,"(6.956831299999999, 124.2421597)",6.9568312999999975,124.2421597
,PSE,"Palestine, State ofa",,Arab States,,"(1000.0, 1000.0)",,
"East, Rwanda",RWA,Rwanda,East,Sub-Saharan Africa,0.292,"(-1.940278, 29.873888)",-1.940278,29.873888
"Kigali City, Rwanda",RWA,Rwanda,Kigali City,Sub-Saharan Africa,0.11800000000000001,"(-1.9705786, 30.1044288)",-1.9705786,30.1044288
"North, Rwanda",RWA,Rwanda,North,Sub-Saharan Africa,0.243,"(-1.5009963, 29.6384954)",-1.5009963,29.6384954
"South, Rwanda",RWA,Rwanda,South,Sub-Saharan Africa,0.295,"(-9.166699999999999, 34.5167)",-9.1667,34.5167
"West, Rwanda",RWA,Rwanda,West,Sub-Saharan Africa,0.266,"(-2.07649, 29.3250347)",-2.07649,29.3250347
"Blue Nile, Sudan",SDN,Sudan,Blue Nile,Arab States,0.382,"(11.5860078, 34.1531947)",11.5860078,34.15319470000001
"Central Darfor, Sudan",SDN,Sudan,Central Darfor,Arab States,0.501,"(1000.0, 1000.0)",,
"East Darfor, Sudan",SDN,Sudan,East Darfor,Arab States,0.48100000000000004,"(14.3782747, 24.9042208)",14.3782747,24.9042208
"Gadarif, Sudan",SDN,Sudan,Gadarif,Arab States,0.40399999999999997,"(14.024307, 35.3685679)",14.024307,35.3685679
"Gezira, Sudan",SDN,Sudan,Gezira,Arab States,0.165,"(14.8859611, 33.438353)",14.8859611,33.438353
"Kassala, Sudan",SDN,Sudan,Kassala,Arab States,0.36200000000000004,"(-3.373056, 29.918886)",-3.373056,29.918886
"Khartoum, Sudan",SDN,Sudan,Khartoum,Arab States,0.077,"(1000.0, 1000.0)",,
"North Darfor, Sudan",SDN,Sudan,North Darfor,Arab States,0.447,"(15.7661969, 24.9042208)",15.7661969,24.9042208
"North Kordofan, Sudan",SDN,Sudan,North Kordofan,Arab States,0.32799999999999996,"(13.8306441, 29.4179324)",13.8306441,29.4179324
"Northern, Sudan",SDN,Sudan,Northern,Arab States,0.047,"(18.4448963, 30.1589303)",18.444896300000003,30.1589303
"Red Sea, Sudan",SDN,Sudan,Red Sea,Arab States,0.223,"(19.4556063, 35.2148469)",19.4556063,35.2148469
"River Nile, Sudan",SDN,Sudan,River Nile,Arab States,0.092,"(23.5597924, 32.1577074)",23.5597924,32.1577074
"Sinnar, Sudan",SDN,Sudan,Sinnar,Arab States,0.27699999999999997,"(13.0317108, 33.9750018)",13.0317108,33.9750018
"South Darfor, Sudan",SDN,Sudan,South Darfor,Arab States,0.42,"(11.6488639, 24.9042208)",11.6488639,24.9042208
"South Kordofan, Sudan",SDN,Sudan,South Kordofan,Arab States,0.42200000000000004,"(11.1990192, 29.4179324)",11.1990192,29.4179324
"West Darfor, Sudan",SDN,Sudan,West Darfor,Arab States,0.45799999999999996,"(1000.0, 1000.0)",,
"West Kordofan, Sudan",SDN,Sudan,West Kordofan,Arab States,0.46799999999999997,"(12.6918384, 28.4341996)",12.6918384,28.434199600000003
"White Nile, Sudan",SDN,Sudan,White Nile,Arab States,0.267,"(13.2403881, 32.5372741)",13.2403881,32.537274100000005
"Center, Senegal",SEN,Senegal,Center,Sub-Saharan Africa,0.449,"(14.72001, -17.465533)",14.72001,-17.465532999999994
"North, Senegal",SEN,Senegal,North,Sub-Saharan Africa,0.373,"(14.497401, -14.452362)",14.497401000000002,-14.452362
"Ouest, Senegal",SEN,Senegal,Ouest,Sub-Saharan Africa,0.156,"(14.497401, -14.452362)",14.497401000000002,-14.452362
"South, Senegal",SEN,Senegal,South,Sub-Saharan Africa,0.425,"(14.497401, -14.452362)",14.497401000000002,-14.452362
"Kailahun, Sierra Leone",SLE,Sierra Leone,Kailahun,Sub-Saharan Africa,0.537,"(8.280219599999999, -10.5718086)",8.280219599999999,-10.5718086
"Kenema, Sierra Leone",SLE,Sierra Leone,Kenema,Sub-Saharan Africa,0.47700000000000004,"(7.863214699999999, -11.1957172)",7.863214699999999,-11.1957172
"Kono, Sierra Leone",SLE,Sierra Leone,Kono,Sub-Saharan Africa,0.511,"(8.7663285, -10.8903099)",8.7663285,-10.8903099
"Bombali, Sierra Leone",SLE,Sierra Leone,Bombali,Sub-Saharan Africa,0.423,"(9.2475837, -12.1632718)",9.2475837,-12.1632718
"Kambia, Sierra Leone",SLE,Sierra Leone,Kambia,Sub-Saharan Africa,0.58,"(9.126166399999999, -12.9176518)",9.1261664,-12.917651800000002
"Koinadugu, Sierra Leone",SLE,Sierra Leone,Koinadugu,Sub-Saharan Africa,0.601,"(9.5308619, -11.5248055)",9.5308619,-11.5248055
"Port Loko, Sierra Leone",SLE,Sierra Leone,Port Loko,Sub-Saharan Africa,0.522,"(5.556837000000001, 23.7632828)",5.5568370000000025,23.7632828
"Tonkolili, Sierra Leone",SLE,Sierra Leone,Tonkolili,Sub-Saharan Africa,0.541,"(8.7389416, -11.7979613)",8.7389416,-11.7979613
"Bo, Sierra Leone",SLE,Sierra Leone,Bo,Sub-Saharan Africa,0.449,"(7.9551791, -11.7409946)",7.9551791,-11.7409946
"Bonthe, Sierra Leone",SLE,Sierra Leone,Bonthe,Sub-Saharan Africa,0.478,"(30.585164, 36.238414)",30.585164,36.238414
"Moyamba, Sierra Leone",SLE,Sierra Leone,Moyamba,Sub-Saharan Africa,0.569,"(8.1620514, -12.4351923)",8.162051400000001,-12.4351923
"Pujehun, Sierra Leone",SLE,Sierra Leone,Pujehun,Sub-Saharan Africa,0.537,"(7.372329499999999, -11.6157773)",7.3723294999999975,-11.6157773
"Western Rural, Sierra Leone",SLE,Sierra Leone,Western Rural,Sub-Saharan Africa,0.319,"(8.3114983, -13.035694)",8.311498299999998,-13.035694
"Western Urban, Sierra Leone",SLE,Sierra Leone,Western Urban,Sub-Saharan Africa,0.191,"(17.4891317, -88.188656)",17.489131699999998,-88.18865600000002
"Ahuachapan, El Salvador",SLV,El Salvador,Ahuachapan,Latin America and Caribbean,0.03,"(13.8216148, -89.9253233)",13.8216148,-89.9253233
"Cabanas, El Salvador",SLV,El Salvador,Cabanas,Latin America and Caribbean,0.046,"(13.8648288, -88.7493998)",13.8648288,-88.7493998
"Chalatenango, El Salvador",SLV,El Salvador,Chalatenango,Latin America and Caribbean,0.036000000000000004,"(14.0164187, -88.91264489999999)",14.0164187,-88.91264489999998
"Cuscatlan, El Salvador",SLV,El Salvador,Cuscatlan,Latin America and Caribbean,0.025,"(13.8661957, -89.0561532)",13.8661957,-89.0561532
"La Libertad, El Salvador",SLV,El Salvador,La Libertad,Latin America and Caribbean,0.017,"(13.6817661, -89.3606298)",13.6817661,-89.3606298
"La Paz, El Salvador",SLV,El Salvador,La Paz,Latin America and Caribbean,0.03,"(13.495364, -88.9796776)",13.495364000000002,-88.9796776
"La Union, El Salvador",SLV,El Salvador,La Union,Latin America and Caribbean,0.054000000000000006,"(13.3323464, -87.8500644)",13.3323464,-87.85006440000002
"Morazan, El Salvador",SLV,El Salvador,Morazan,Latin America and Caribbean,0.04,"(13.7682, -88.1291387)",13.7682,-88.1291387
"San Miguel, El Salvador",SLV,El Salvador,San Miguel,Latin America and Caribbean,0.03,"(13.4792922, -88.1779182)",13.4792922,-88.17791820000002
"San Salvador, El Salvador",SLV,El Salvador,San Salvador,Latin America and Caribbean,0.01,"(13.6929403, -89.2181911)",13.692940300000002,-89.2181911
"San Vicente, El Salvador",SLV,El Salvador,San Vicente,Latin America and Caribbean,0.02,"(13.6390979, -88.7830612)",13.6390979,-88.7830612
"Santa Ana, El Salvador",SLV,El Salvador,Santa Ana,Latin America and Caribbean,0.027000000000000003,"(13.9778279, -89.56391190000001)",13.9778279,-89.56391190000002
"Sonsonate, El Salvador",SLV,El Salvador,Sonsonate,Latin America and Caribbean,0.046,"(13.7113876, -89.72390970000001)",13.711387599999998,-89.72390970000002
"Usulutan, El Salvador",SLV,El Salvador,Usulutan,Latin America and Caribbean,0.03,"(13.4470634, -88.55653099999999)",13.4470634,-88.55653099999998
,SOM,Somalia,,Arab States,,"(1000.0, 1000.0)",,
,SRB,Serbia,,Europe and Central Asia,,"(1000.0, 1000.0)",,
"Upper Nile, South Sudan",SSD,South Sudan,Upper Nile,Sub-Saharan Africa,0.503,"(9.8894202, 32.7181375)",9.889420199999998,32.7181375
"Jonglei and Unity, South Sudan",SSD,South Sudan,Jonglei and Unity,Sub-Saharan Africa,0.628,"(1000.0, 1000.0)",,
"Warap, South Sudan",SSD,South Sudan,Warap,Sub-Saharan Africa,0.6609999999999999,"(8.2209308, 28.8596804)",8.2209308,28.8596804
"Northern Bahr el Ghazal, South Sudan",SSD,South Sudan,Northern Bahr el Ghazal,Sub-Saharan Africa,0.652,"(8.536044900000002, 26.7967849)",8.536044900000002,26.7967849
"Western Bahr el Ghazal, South Sudan",SSD,South Sudan,Western Bahr el Ghazal,Sub-Saharan Africa,0.491,"(8.6452399, 25.2837585)",8.6452399,25.2837585
"Lakes, South Sudan",SSD,South Sudan,Lakes,Sub-Saharan Africa,0.605,"(6.6030799, 29.9740534)",6.6030799,29.9740534
"Western Equatoria, South Sudan",SSD,South Sudan,Western Equatoria,Sub-Saharan Africa,0.456,"(5.3471799, 28.299435)",5.3471799,28.299435
"Central Equatoria, South Sudan",SSD,South Sudan,Central Equatoria,Sub-Saharan Africa,0.391,"(4.6144063, 31.2626366)",4.6144063,31.262636600000004
"Eastern Equatoria, South Sudan",SSD,South Sudan,Eastern Equatoria,Sub-Saharan Africa,0.561,"(5.0692995, 33.438353)",5.0692995000000005,33.438353
"Regio Autonoma de Principe, Sao Tome and Principe",STP,Sao Tome and Principe,Regio Autonoma de Principe,Sub-Saharan Africa,0.092,"(31.3543445, 27.2373159)",31.3543445,27.2373159
"Regio Centro Este, Sao Tome and Principe",STP,Sao Tome and Principe,Regio Centro Este,Sub-Saharan Africa,0.059000000000000004,"(11.4098737, 41.2808577)",11.4098737,41.28085770000001
"Regio Norte Oeste, Sao Tome and Principe",STP,Sao Tome and Principe,Regio Norte Oeste,Sub-Saharan Africa,0.132,"(1000.0, 1000.0)",,
"Regio Sul Este, Sao Tome and Principe",STP,Sao Tome and Principe,Regio Sul Este,Sub-Saharan Africa,0.11699999999999999,"(13.6707177, -14.8899772)",13.6707177,-14.8899772
"Paramaribo, Suriname",SUR,Suriname,Paramaribo,Latin America and Caribbean,0.006999999999999999,"(5.8520355, -55.2038278)",5.8520355,-55.20382779999999
"Wanica, Suriname",SUR,Suriname,Wanica,Latin America and Caribbean,0.013000000000000001,"(5.7323762, -55.2701235)",5.7323762,-55.2701235
"Nickerie, Suriname",SUR,Suriname,Nickerie,Latin America and Caribbean,0.012,"(5.5855469, -56.83111169999999)",5.5855469000000015,-56.8311117
"Coronie, Suriname",SUR,Suriname,Coronie,Latin America and Caribbean,0.006,"(5.6943271, -56.2929381)",5.6943271,-56.29293810000001
"Saramacca, Suriname",SUR,Suriname,Saramacca,Latin America and Caribbean,0.011000000000000001,"(5.7240813, -55.6689636)",5.724081299999999,-55.66896360000001
"Commewijne, Suriname",SUR,Suriname,Commewijne,Latin America and Caribbean,0.008,"(5.740211, -54.8731219)",5.740211,-54.8731219
"Marowijne, Suriname",SUR,Suriname,Marowijne,Latin America and Caribbean,0.026000000000000002,"(5.6268128, -54.25931180000001)",5.6268128,-54.259311800000006
"Para, Suriname",SUR,Suriname,Para,Latin America and Caribbean,0.023,"(8.191118399999999, -9.7232673)",8.191118399999999,-9.723267300000002
"Brokopondo, Suriname",SUR,Suriname,Brokopondo,Latin America and Caribbean,0.057,"(4.752409099999999, -55.0272904)",4.752409099999999,-55.0272904
"Sipaliwini, Suriname",SUR,Suriname,Sipaliwini,Latin America and Caribbean,0.172,"(6.546425999999999, -58.0982046)",6.546425999999999,-58.0982046
"Hhohho, Swaziland",SWZ,Swaziland,Hhohho,Sub-Saharan Africa,0.054000000000000006,"(-26.1365662, 31.3541631)",-26.1365662,31.3541631
"Lubombo, Swaziland",SWZ,Swaziland,Lubombo,Sub-Saharan Africa,0.098,"(-26.7851773, 31.8107079)",-26.7851773,31.8107079
"Manzini, Swaziland",SWZ,Swaziland,Manzini,Sub-Saharan Africa,0.040999999999999995,"(-26.5081999, 31.3713164)",-26.5081999,31.3713164
"Shiselweni, Swaziland",SWZ,Swaziland,Shiselweni,Sub-Saharan Africa,0.10099999999999999,"(12.4166, -3.4195527)",12.4166,-3.4195527
"Damascus, Syrian Arab Republic",SYR,Syrian Arab Republic,Damascus,Arab States,0.003,"(33.5138073, 36.2765279)",33.5138073,36.2765279
"Halab, Syrian Arab Republic",SYR,Syrian Arab Republic,Halab,Arab States,0.026000000000000002,"(36.2021047, 37.1342603)",36.2021047,37.1342603
"Rural Damascus, Syrian Arab Republic",SYR,Syrian Arab Republic,Rural Damascus,Arab States,0.009000000000000001,"(33.5167289, 36.954107)",33.5167289,36.954107
"Hums, Syrian Arab Republic",SYR,Syrian Arab Republic,Hums,Arab States,0.006999999999999999,"(34.2567123, 38.3165725)",34.2567123,38.3165725
"Hama, Syrian Arab Republic",SYR,Syrian Arab Republic,Hama,Arab States,0.01,"(-3.5778471, 102.3463875)",-3.5778471,102.3463875
"Latequia, Syrian Arab Republic",SYR,Syrian Arab Republic,Latequia,Arab States,0.004,"(35.5407103, 35.7952667)",35.54071029999999,35.7952667
"Edlb, Syrian Arab Republic",SYR,Syrian Arab Republic,Edlb,Arab States,0.019,"(1000.0, 1000.0)",,
"Hasaka, Syrian Arab Republic",SYR,Syrian Arab Republic,Hasaka,Arab States,0.027999999999999997,"(36.507867, 40.7462671)",36.507867,40.7462671
"Dir Ezor, Syrian Arab Republic",SYR,Syrian Arab Republic,Dir Ezor,Arab States,0.047,"(35.3296518, 40.1350341)",35.3296518,40.1350341
"Tortous, Syrian Arab Republic",SYR,Syrian Arab Republic,Tortous,Arab States,0.0,"(11.2336911, -60.69889089999999)",11.2336911,-60.69889089999999
"Raqa, Syrian Arab Republic",SYR,Syrian Arab Republic,Raqa,Arab States,0.027999999999999997,"(35.9594106, 38.9981052)",35.95941060000001,38.99810520000001
"Daraa, Syrian Arab Republic",SYR,Syrian Arab Republic,Daraa,Arab States,0.011000000000000001,"(32.626434, 36.1033061)",32.626434,36.1033061
"As-swidaa, Syrian Arab Republic",SYR,Syrian Arab Republic,As-swidaa,Arab States,0.002,"(32.7128968, 36.5662858)",32.7128968,36.5662858
"Qonitara, Syrian Arab Republic",SYR,Syrian Arab Republic,Qonitara,Arab States,0.011000000000000001,"(1000.0, 1000.0)",,
"Barh El Gazal, Chad",TCD,Chad,Barh El Gazal,Sub-Saharan Africa,0.654,"(13.6680378, 16.4235227)",13.6680378,16.4235227
"Batha, Chad",TCD,Chad,Batha,Sub-Saharan Africa,0.659,"(13.9371775, 18.4276047)",13.9371775,18.4276047
"Borkou/Tibesti, Chad",TCD,Chad,Borkou/Tibesti,Sub-Saharan Africa,0.537,"(20.78, 18.05)",20.78,18.05
"Chari Baguirmi, Chad",TCD,Chad,Chari Baguirmi,Sub-Saharan Africa,0.6459999999999999,"(11.2564207, 16.1580937)",11.2564207,16.158093700000002
"Ennedi, Chad",TCD,Chad,Ennedi,Sub-Saharan Africa,0.625,"(17.5414578, 21.8568586)",17.5414578,21.8568586
"GuðRa, Chad",TCD,Chad,GuðRa,Sub-Saharan Africa,0.643,"(1000.0, 1000.0)",,
"Hadjer-Lamis, Chad",TCD,Chad,Hadjer-Lamis,Sub-Saharan Africa,0.654,"(12.4577273, 16.7234639)",12.4577273,16.7234639
"Kanem, Chad",TCD,Chad,Kanem,Sub-Saharan Africa,0.696,"(12.90616, 105.2194808)",12.90616,105.2194808
"Lac, Chad",TCD,Chad,Lac,Sub-Saharan Africa,0.7440000000000001,"(18.3281428, -77.2405153)",18.3281428,-77.2405153
"Logone Occidental, Chad",TCD,Chad,Logone Occidental,Sub-Saharan Africa,0.44,"(8.759675999999999, 15.876004)",8.759675999999999,15.876004
"Logone Oriental, Chad",TCD,Chad,Logone Oriental,Sub-Saharan Africa,0.504,"(-29.2875557, 29.06053889999999)",-29.2875557,29.06053889999999
"Mandoul, Chad",TCD,Chad,Mandoul,Sub-Saharan Africa,0.529,"(8.603091, 17.4795173)",8.603091000000001,17.4795173
"Mayo Kebbi Est, Chad",TCD,Chad,Mayo Kebbi Est,Sub-Saharan Africa,0.509,"(9.4046039, 14.8454619)",9.4046039,14.8454619
"Mayo Kebbi Ouest, Chad",TCD,Chad,Mayo Kebbi Ouest,Sub-Saharan Africa,0.479,"(10.4113014, 15.5943388)",10.4113014,15.5943388
"Moyen Chari, Chad",TCD,Chad,Moyen Chari,Sub-Saharan Africa,0.41100000000000003,"(9.0639998, 18.4276047)",9.0639998,18.4276047
"N'DjamðNa, Chad",TCD,Chad,N'DjamðNa,Sub-Saharan Africa,0.257,"(1000.0, 1000.0)",,
"Ouaddað, Chad",TCD,Chad,Ouaddað,Sub-Saharan Africa,0.6829999999999999,"(1000.0, 1000.0)",,
"Salamat, Chad",TCD,Chad,Salamat,Sub-Saharan Africa,0.6779999999999999,"(1000.0, 1000.0)",,
"Sila, Chad",TCD,Chad,Sila,Sub-Saharan Africa,0.6970000000000001,"(12.13074, 21.2845025)",12.13074,21.2845025
"Tandjilð, Chad",TCD,Chad,Tandjilð,Sub-Saharan Africa,0.48700000000000004,"(8.3149949, 16.3463791)",8.3149949,16.3463791
"Wadi Fira, Chad",TCD,Chad,Wadi Fira,Sub-Saharan Africa,0.7090000000000001,"(15.0892416, 21.4752851)",15.0892416,21.4752851
"Commune de Lome, Togo",TGO,Togo,Commune de Lome,Sub-Saharan Africa,0.067,"(6.1724969, 1.2313618)",6.1724969000000005,1.2313618
"Region Maritime, Togo",TGO,Togo,Region Maritime,Sub-Saharan Africa,0.243,"(6.4913504, 1.2891036)",6.4913504,1.2891036
"Region des Plateaux, Togo",TGO,Togo,Region des Plateaux,Sub-Saharan Africa,0.325,"(7.6101378, 1.0586135)",7.610137799999999,1.0586135
"Region Centrale, Togo",TGO,Togo,Region Centrale,Sub-Saharan Africa,0.23600000000000002,"(8.6586029, 1.0586135)",8.658602900000002,1.0586135
"Region de la Kara, Togo",TGO,Togo,Region de la Kara,Sub-Saharan Africa,0.324,"(9.7216393, 1.0586135)",9.7216393,1.0586135
"Region des Savanes, Togo",TGO,Togo,Region des Savanes,Sub-Saharan Africa,0.439,"(10.5291781, 0.5257822999999999)",10.5291781,0.5257822999999999
,THA,Thailand,,East Asia and the Pacific,,"(1000.0, 1000.0)",,
"Dushanbe, Tajikistan",TJK,Tajikistan,Dushanbe,Europe and Central Asia,0.021,"(38.5597722, 68.7870384)",38.5597722,68.78703840000001
"Gorno-Badakhshan Autonomous Oblast, Tajikistan",TJK,Tajikistan,Gorno-Badakhshan Autonomous Oblast,Europe and Central Asia,0.048,"(37.84507079999999, 73.0394697)",37.84507079999999,73.0394697
"Sughd, Tajikistan",TJK,Tajikistan,Sughd,Europe and Central Asia,0.033,"(39.5155326, 69.097023)",39.5155326,69.097023
"Districts of Republican Subordination, Tajikistan",TJK,Tajikistan,Districts of Republican Subordination,Europe and Central Asia,0.045,"(39.0857902, 70.2408325)",39.0857902,70.2408325
"Khatlon, Tajikistan",TJK,Tajikistan,Khatlon,Europe and Central Asia,0.086,"(37.9113562, 69.097023)",37.9113562,69.097023
,TKM,Turkmenistan,,Europe and Central Asia,,"(1000.0, 1000.0)",,
"Aileu, Timor-Leste",TLS,Timor-Leste,Aileu,East Asia and the Pacific,0.379,"(3.427805, -76.486824)",3.427805,-76.486824
"Ainaro, Timor-Leste",TLS,Timor-Leste,Ainaro,East Asia and the Pacific,0.444,"(-9.0113171, 125.5220012)",-9.0113171,125.5220012
"Baucau, Timor-Leste",TLS,Timor-Leste,Baucau,East Asia and the Pacific,0.35700000000000004,"(-8.4731006, 126.4553727)",-8.473100599999999,126.4553727
"Bobonaro, Timor-Leste",TLS,Timor-Leste,Bobonaro,East Asia and the Pacific,0.406,"(-8.9655406, 125.2587964)",-8.9655406,125.2587964
"Cova Lima, Timor-Leste",TLS,Timor-Leste,Cova Lima,East Asia and the Pacific,0.31,"(-9.2650375, 125.2587964)",-9.2650375,125.2587964
"Dili, Timor-Leste",TLS,Timor-Leste,Dili,East Asia and the Pacific,0.127,"(-8.5568557, 125.5603143)",-8.556855699999998,125.5603143
"Ermera, Timor-Leste",TLS,Timor-Leste,Ermera,East Asia and the Pacific,0.4970000000000001,"(-8.806888299999999, 125.3466253)",-8.806888299999997,125.3466253
"Liquica, Timor-Leste",TLS,Timor-Leste,Liquica,East Asia and the Pacific,0.387,"(-8.6674095, 125.2587964)",-8.6674095,125.2587964
"Lautem, Timor-Leste",TLS,Timor-Leste,Lautem,East Asia and the Pacific,0.373,"(-8.5531846, 126.9970831)",-8.5531846,126.9970831
"Manufahi, Timor-Leste",TLS,Timor-Leste,Manufahi,East Asia and the Pacific,0.353,"(-9.0145495, 125.8279959)",-9.0145495,125.8279959
"Manatuto, Timor-Leste",TLS,Timor-Leste,Manatuto,East Asia and the Pacific,0.295,"(1000.0, 1000.0)",,
"Oecussi, Timor-Leste",TLS,Timor-Leste,Oecussi,East Asia and the Pacific,0.508,"(-9.2970576, 124.2866091)",-9.2970576,124.2866091
"Viqueque, Timor-Leste",TLS,Timor-Leste,Viqueque,East Asia and the Pacific,0.41,"(-8.8597918, 126.3633516)",-8.8597918,126.3633516
"North West, Trinidad and Tobago",TTO,Trinidad and Tobago,North West,Latin America and Caribbean,0.023,"(10.6527887, -61.4246961)",10.6527887,-61.4246961
"Eastern, Trinidad and Tobago",TTO,Trinidad and Tobago,Eastern,Latin America and Caribbean,0.026000000000000002,"(11.2979348, -60.55885240000001)",11.297934800000002,-60.558852400000006
"North Central, Trinidad and Tobago",TTO,Trinidad and Tobago,North Central,Latin America and Caribbean,0.02,"(10.6467643, -61.4227551)",10.6467643,-61.4227551
"South West, Trinidad and Tobago",TTO,Trinidad and Tobago,South West,Latin America and Caribbean,0.016,"(10.691803, -61.222503)",10.691803,-61.222503
"Tobago, Trinidad and Tobago",TTO,Trinidad and Tobago,Tobago,Latin America and Caribbean,0.019,"(-16.9620634, 26.419389)",-16.962063399999998,26.419389
,TUN,Tunisia,,Arab States,,"(1000.0, 1000.0)",,
"Central, Tanzania, United Republic of",TZA,"Tanzania, United Republic of",Central,Sub-Saharan Africa,0.332,"(0.3215308, 32.5862002)",0.3215308,32.5862002
"Eastern, Tanzania, United Republic of",TZA,"Tanzania, United Republic of",Eastern,Sub-Saharan Africa,0.145,"(-6.369028, 34.888822)",-6.369028,34.888822
